"Page Title","URL","Title Length","Duplicate Title","Meta Description","Meta Length","Duplicate Meta","GA",
"Zevachim 102 - Was Moses a Kohen?","http://talmudilluminated.com/zevachim/zevachim102.html","33","No","Missing Meta Description","0","No","No",
"Zevachim 103 - Who Gets the Hide of a Sacrifice","http://talmudilluminated.com/zevachim/zevachim103.html","47","No","Missing Meta Description","0","No","No",
"Zevachim 104 - Hides of Invalidated Offerings","http://talmudilluminated.com/zevachim/zevachim104.html","45","No","Missing Meta Description","0","No","No",
"Zevachim 105 - The Impurity of Bulls and Goats that are Burned","http://talmudilluminated.com/zevachim/zevachim105.html","62","No","Missing Meta Description","0","No","No",
"Zevachim 106 - Sacrifices Outside the Temple","http://talmudilluminated.com/zevachim/zevachim106.html","44","No","Missing Meta Description","0","No","No",
"Zevachim 107 - What does &quot;Outside&quot; Mean","http://talmudilluminated.com/zevachim/zevachim107.html","39","No","Missing Meta Description","0","No","No",
"Zevachim 108 - Stringencies of Slaughtering and of Offering Up a Sacrifice Outside","http://talmudilluminated.com/zevachim/zevachim108.html","82","No","Missing Meta Description","0","No","No",
"Zevachim 109 - Does One Need an Altar to Sacrifice Outside?","http://talmudilluminated.com/zevachim/zevachim109.html","59","No","Missing Meta Description","0","No","No",
"Zevachim 110 - Offering Parts of Sacrifices Outside","http://talmudilluminated.com/zevachim/zevachim110.html","51","No","Missing Meta Description","0","No","No",
"Zevachim 111 - Sacrificing Birds Outside the Temple","http://talmudilluminated.com/zevachim/zevachim111.html","51","No","Missing Meta Description","0","No","No",
"Zevachim 112 - When One is not Liable for Sacrificing Outside","http://talmudilluminated.com/zevachim/zevachim112.html","61","No","Missing Meta Description","0","No","No",
"Zevachim 113 - Was There Flood in the Land of Israel?","http://talmudilluminated.com/zevachim/zevachim113.html","53","No","Missing Meta Description","0","No","No",
"Zevachim 114 - Temporarily Blemished Sacrifices Brought Outside","http://talmudilluminated.com/zevachim/zevachim114.html","63","No","Missing Meta Description","0","No","No",
"Zevachim 115 - When Sacrificing Outside is Permitted","http://talmudilluminated.com/zevachim/zevachim115.html","52","No","Missing Meta Description","0","No","No",
"Zevachim 116 - How to Bring Sacrifices on a Private Altar","http://talmudilluminated.com/zevachim/zevachim116.html","57","No","Missing Meta Description","0","No","No",
"Zevachim 117 - The Three Camps","http://talmudilluminated.com/zevachim/zevachim117.html","30","No","Missing Meta Description","0","No","No",
"Zevachim 118 - How Long Did the Tabernacle Stand?","http://talmudilluminated.com/zevachim/zevachim118.html","49","No","Missing Meta Description","0","No","No",
"Zevachim 119 - The Resting Place and the Inheritance","http://talmudilluminated.com/zevachim/zevachim119.html","52","No","Missing Meta Description","0","No","No",
"Zevachim 120 - Not Everything is Allowed on a Private Altar","http://talmudilluminated.com/zevachim/zevachim120.html","59","No","Missing Meta Description","0","No","No",
"She lo asani isha","http://talmudilluminated.com/menachot/shelo.html","17","No","Missing Meta Description","0","No","No",
"Menachot 2 - Flour Offerings","http://talmudilluminated.com/menachot/menachot2.html","28","No","Missing Meta Description","0","No","No",
"Menachot 3 - According to Rabbi Shimon, All Flour Offerings Remain Valid","http://talmudilluminated.com/menachot/menachot3.html","72","No","Missing Meta Description","0","No","No",
"Menachot 4 - Why is the Flour of Jealousy Special?","http://talmudilluminated.com/menachot/menachot4.html","50","No","Missing Meta Description","0","No","No",
"Menachot 5 - Offering of New Grain With Wrong Intent","http://talmudilluminated.com/menachot/menachot5.html","52","No","Missing Meta Description","0","No","No",
"Menachot 6 - Non-Kohen Cannot Do the Flour Service","http://talmudilluminated.com/menachot/menachot6.html","50","No","Missing Meta Description","0","No","No",
"Menachot 7 - Can One Do Flour Service on the Ground?","http://talmudilluminated.com/menachot/menachot7.html","52","No","Missing Meta Description","0","No","No",
"Menachot 8 - The Flour Offering of the High Priest, in Halves","http://talmudilluminated.com/menachot/menachot8.html","61","No","Missing Meta Description","0","No","No",
"Menachot 9 - If Enemies Laid Siege to the Courtyard","http://talmudilluminated.com/menachot/menachot9.html","51","No","Missing Meta Description","0","No","No",
"Menachot 10 - Flour Offering Done with the Left Hand","http://talmudilluminated.com/menachot/menachot10.html","52","No","Missing Meta Description","0","No","No",
"Menachot 11 - Too Much Oil","http://talmudilluminated.com/menachot/menachot11.html","26","No","Missing Meta Description","0","No","No",
"Menachot 12 - Wrong Intentions for a Flour Offering","http://talmudilluminated.com/menachot/menachot12.html","51","No","Missing Meta Description","0","No","No",
"Menachot 13 - Rabbi Yose on Frankincense","http://talmudilluminated.com/menachot/menachot13.html","40","No","Missing Meta Description","0","No","No",
"Menachot 14 - Ruining Half the Offering","http://talmudilluminated.com/menachot/menachot14.html","39","No","Missing Meta Description","0","No","No",
"Menachot 15 - The Other Part of an Invalidated Offering","http://talmudilluminated.com/menachot/menachot15.html","55","No","Missing Meta Description","0","No","No",
"Menachot 16 - Libations are Rejected because the Sacrifice is Rejected","http://talmudilluminated.com/menachot/menachot16.html","70","No","Missing Meta Description","0","No","No",
"Menachot 17 - The &quot;Eating&quot; of the Altar","http://talmudilluminated.com/menachot/menachot17.html","39","No","Missing Meta Description","0","No","No",
"Menachot 18 - Proper Procedure for the Flour Offering","http://talmudilluminated.com/menachot/menachot18.html","53","No","Missing Meta Description","0","No","No",
"Menachot 19 - Torah Repetitions Emphasize Requirement","http://talmudilluminated.com/menachot/menachot19.html","53","No","Missing Meta Description","0","No","No",
"Menachot 20 - Covenant of Salt","http://talmudilluminated.com/menachot/menachot20.html","30","No","Missing Meta Description","0","No","No",
"Menachot 21 - Wooden Blocks are Also Sacrifices","http://talmudilluminated.com/menachot/menachot21.html","47","No","Missing Meta Description","0","No","No",
"Menachot 22 - Using Communal Wood, Mixing Handfuls","http://talmudilluminated.com/menachot/menachot22.html","50","No","Missing Meta Description","0","No","No",
"Menachot 23 - Flour Offerings Mixed Together","http://talmudilluminated.com/menachot/menachot23.html","44","No","Missing Meta Description","0","No","No",
"Menachot 24 - Two Flour Offerings In One Vessel","http://talmudilluminated.com/menachot/menachot24.html","47","No","Missing Meta Description","0","No","No",
"Menachot 25 - The Tzitz","http://talmudilluminated.com/menachot/menachot25.html","23","No","Missing Meta Description","0","No","No",
"Menachot 26 - When Remainder of Flour Became Impure","http://talmudilluminated.com/menachot/menachot26.html","51","No","Missing Meta Description","0","No","No",
"Menachot 27 - What is Essential","http://talmudilluminated.com/menachot/menachot27.html","31","No","Missing Meta Description","0","No","No",
"Menachot 28 - The Menorah","http://talmudilluminated.com/menachot/menachot28.html","25","No","Missing Meta Description","0","No","No",
"Menachot 29 - Crowns on the Letters","http://talmudilluminated.com/menachot/menachot29.html","35","No","Missing Meta Description","0","No","No",
"Menachot 30 - Writing a Torah Scroll","http://talmudilluminated.com/menachot/menachot30.html","36","No","Missing Meta Description","0","No","No",
"Menachot 31 - How to Repair a Torn Torah Scroll","http://talmudilluminated.com/menachot/menachot31.html","47","No","Missing Meta Description","0","No","No",
"Menachot 32 - How to Write a Mezuzah","http://talmudilluminated.com/menachot/menachot32.html","36","No","Missing Meta Description","0","No","No",
"Menachot 33 - Where to Put a Mezuzah","http://talmudilluminated.com/menachot/menachot33.html","36","No","Missing Meta Description","0","No","No",
"Menachot 34 - Why Write the Mezuzah on a Scroll","http://talmudilluminated.com/menachot/menachot34.html","47","No","Missing Meta Description","0","No","No",
"Menachot 35 - Tefillin","http://talmudilluminated.com/menachot/menachot35.html","22","No","Missing Meta Description","0","No","No",
"Menachot 36 - When to Put on Tefillin","http://talmudilluminated.com/menachot/menachot36.html","37","No","Missing Meta Description","0","No","No",
"Menachot 37 - The Tefillin of a Lefty","http://talmudilluminated.com/menachot/menachot37.html","37","No","Missing Meta Description","0","No","No",
"Menachot 38 - The Blue Thread in Tzitzit","http://talmudilluminated.com/menachot/menachot38.html","40","No","Missing Meta Description","0","No","No",
"Menachot 39 - Forbidden Mixture of Wool and Linen is Allowed in Tzitzit","http://talmudilluminated.com/menachot/menachot39.html","71","No","Missing Meta Description","0","No","No",
"Menachot 40 - Beit Shammai Do Not Allow Shaatnez Anywhere","http://talmudilluminated.com/menachot/menachot40.html","57","No","Missing Meta Description","0","No","No",
"Menachot 41 - Opinion of an Angel about Tzitzit","http://talmudilluminated.com/menachot/menachot41.html","47","No","Missing Meta Description","0","No","No",
"Menachot 42 - Make Tzitzit on the Garment, not Attach a Garment to Tzitzit","http://talmudilluminated.com/menachot/menachot42.html","74","No","Missing Meta Description","0","No","No",
"Menachot 43 - Everybody Has to Wear Tzitzit - According to Rav Yehudah","http://talmudilluminated.com/menachot/menachot43.html","70","No","Missing Meta Description","0","No","No",
"Menachot 44 - Reward for Wearing Tzitzit Fringes","http://talmudilluminated.com/menachot/menachot44.html","48","No","Missing Meta Description","0","No","No",
"Menachot 45 - The Book of Ezekiel","http://talmudilluminated.com/menachot/menachot45.html","33","No","Missing Meta Description","0","No","No",
"Menachot 46 - The Loaves and the Lambs on Shavuot","http://talmudilluminated.com/menachot/menachot46.html","49","No","Missing Meta Description","0","No","No",
"Menachot 47 - How to Allow Lambs to be Eaten","http://talmudilluminated.com/menachot/menachot47.html","44","No","Missing Meta Description","0","No","No",
"Menachot 48 - Do We Tell a Person, &quot;Transgress in Order to Gain?&quot;","http://talmudilluminated.com/menachot/menachot48.html","65","No","Missing Meta Description","0","No","No",
"Menachot 49 - Are Regular or Shabbat Offerings More Important?","http://talmudilluminated.com/menachot/menachot49.html","62","No","Missing Meta Description","0","No","No",
"Menachot 50 - The Pancakes of the High Priest","http://talmudilluminated.com/menachot/menachot50.html","45","No","Missing Meta Description","0","No","No",
"Menachot 51 - The Pancakes of Nobody","http://talmudilluminated.com/menachot/menachot51.html","36","No","Missing Meta Description","0","No","No",
"Menachot 52 - All Flour Offerings Were Matzah","http://talmudilluminated.com/menachot/menachot52.html","45","No","Missing Meta Description","0","No","No",
"Menachot 53- Rabbi Preida Consoles Rabbi Ezra","http://talmudilluminated.com/menachot/menachot53-.html","45","No","Missing Meta Description","0","No","No",
"Menachot 54 - As Things Are Now, Or As They Were Then?","http://talmudilluminated.com/menachot/menachot54.html","54","No","Missing Meta Description","0","No","No",
"Menachot 55 - Exception Proves the Rule","http://talmudilluminated.com/menachot/menachot55.html","39","No","Missing Meta Description","0","No","No",
"Menachot 56 - Adding Blemish to a Blemish","http://talmudilluminated.com/menachot/menachot56.html","41","No","Missing Meta Description","0","No","No",
"Menachot 57 - Why Flour Offering Should Not Leaven","http://talmudilluminated.com/menachot/menachot57.html","50","No","Missing Meta Description","0","No","No",
"Menachot 58 - No Leaven and No Honey","http://talmudilluminated.com/menachot/menachot58.html","36","No","Missing Meta Description","0","No","No",
"Menachot 59 - No Oil and No Frankincense","http://talmudilluminated.com/menachot/menachot59.html","40","No","Missing Meta Description","0","No","No",
"Menachot 60 - Bringing Near and Waving","http://talmudilluminated.com/menachot/menachot60.html","38","No","Missing Meta Description","0","No","No",
"Menachot 61 - Waving but not Bringing Near","http://talmudilluminated.com/menachot/menachot61.html","42","No","Missing Meta Description","0","No","No",
"Menachot 62 - How Waving Is Performed","http://talmudilluminated.com/menachot/menachot62.html","37","No","Missing Meta Description","0","No","No",
"Menachot 63 -Fried and Baked Flour Offerings","http://talmudilluminated.com/menachot/menachot63.html","44","No","Missing Meta Description","0","No","No",
"Menachot 64 - Barley Offering on Passover","http://talmudilluminated.com/menachot/menachot64.html","41","No","Missing Meta Description","0","No","No",
"Menachot 65 - How Was the Barley Offering on Passover Brought","http://talmudilluminated.com/menachot/menachot65.html","61","No","Missing Meta Description","0","No","No",
"Menachot 66 - Omer, The Barley Offering","http://talmudilluminated.com/menachot/menachot66.html","39","No","Missing Meta Description","0","No","No",
"Menachot 67 - When the New Harvest is Permitted","http://talmudilluminated.com/menachot/menachot67.html","47","No","Missing Meta Description","0","No","No",
"Menachot 68 - Remembering the Temple","http://talmudilluminated.com/menachot/menachot68.html","36","No","Missing Meta Description","0","No","No",
"Menachot 69 - Barley Permits for People, Wheat - for the Temple","http://talmudilluminated.com/menachot/menachot69.html","63","No","Missing Meta Description","0","No","No",
"Menachot 70 - Five Species of Grain","http://talmudilluminated.com/menachot/menachot70.html","35","No","Missing Meta Description","0","No","No",
"Menachot 71 - Harvesting Before the Omer","http://talmudilluminated.com/menachot/menachot71.html","40","No","Missing Meta Description","0","No","No",
"Menachot 72 - Reaping the Barley On Shabbat","http://talmudilluminated.com/menachot/menachot72.html","43","No","Missing Meta Description","0","No","No",
"Menachot 73 - Kometz, a Handful","http://talmudilluminated.com/menachot/menachot73.html","31","No","Missing Meta Description","0","No","No",
"Menachot 74 - No Handful","http://talmudilluminated.com/menachot/menachot74.html","24","No","Missing Meta Description","0","No","No",
"Menachot 75 - How is Oil Added to Flour Offering","http://talmudilluminated.com/menachot/menachot75.html","48","No","Missing Meta Description","0","No","No",
"Menachot 76 - Folding the Matzah","http://talmudilluminated.com/menachot/menachot76.html","32","No","Missing Meta Description","0","No","No",
"Menachot 77 - How Much Flour for the Thanksgiving Offering","http://talmudilluminated.com/menachot/menachot77.html","58","No","Missing Meta Description","0","No","No",
"Menachot 78 - Offerings Coming with Bread","http://talmudilluminated.com/menachot/menachot78.html","41","No","Missing Meta Description","0","No","No",
"Menachot 79 - Wrong Intent for Bread","http://talmudilluminated.com/menachot/menachot79.html","36","No","Missing Meta Description","0","No","No",
"Menachot 80 - Accidental Thanksgiving","http://talmudilluminated.com/menachot/menachot80.html","37","No","Missing Meta Description","0","No","No",
"Menachot 81 - Thanksgiving Offering from Tithe","http://talmudilluminated.com/menachot/menachot81.html","46","No","Missing Meta Description","0","No","No",
"Menachot 82 - One Can't Use Tithe In Place of Regular Produce","http://talmudilluminated.com/menachot/menachot82.html","61","No","Missing Meta Description","0","No","No",
"Menachoth 83 - Learning Possible from the Impossible","http://talmudilluminated.com/menachot/menachoth83.html","52","No","Missing Meta Description","0","No","No",
"Menachot 84 - Where Did the Grain Come From","http://talmudilluminated.com/menachot/menachot84.html","43","No","Missing Meta Description","0","No","No",
"Menachot 85 - How to Grow the Best Grain","http://talmudilluminated.com/menachot/menachot85.html","40","No","Missing Meta Description","0","No","No",
"Menachot 86 - Which Oil?","http://talmudilluminated.com/menachot/menachot86.html","24","No","Missing Meta Description","0","No","No",
"Menachot 87 - Which Wine?","http://talmudilluminated.com/menachot/menachot87.html","25","No","Missing Meta Description","0","No","No",
"Menachot 88 - Seven Measures for Liquids","http://talmudilluminated.com/menachot/menachot88.html","40","No","Missing Meta Description","0","No","No",
"Menachot 89 - Mixing Libations","http://talmudilluminated.com/menachot/menachot89.html","30","No","Missing Meta Description","0","No","No",
"Menachot 90 - Heaped Measures","http://talmudilluminated.com/menachot/menachot90.html","29","No","Missing Meta Description","0","No","No",
"Menachot 91 - Which Offerings Require Libations","http://talmudilluminated.com/menachot/menachot91.html","47","No","Missing Meta Description","0","No","No",
"Menachot 92 - Leaning on the Sacrifice","http://talmudilluminated.com/menachot/menachot92.html","38","No","Missing Meta Description","0","No","No",
"Menachot 93 - Who Has to Perform Leaning on the Sacrifices","http://talmudilluminated.com/menachot/menachot93.html","58","No","Missing Meta Description","0","No","No",
"Menachot 94 - The Twelve Breads of Vision","http://talmudilluminated.com/menachot/menachot94.html","41","No","Missing Meta Description","0","No","No",
"Menachot 95 - Where Was the Bread of Vision Baked?","http://talmudilluminated.com/menachot/menachot95.html","50","No","Missing Meta Description","0","No","No",
"Menachot 96 - Wafers of the High Priest","http://talmudilluminated.com/menachot/menachot96.html","39","No","Missing Meta Description","0","No","No",
"Menachot 97 - Table for the Breads of Vision","http://talmudilluminated.com/menachot/menachot97.html","44","No","Missing Meta Description","0","No","No",
"Menachot 98 - Chamber of Standard Measures","http://talmudilluminated.com/menachot/menachot98.html","42","No","Missing Meta Description","0","No","No",
"Menachot 99 - We Raise in Holiness but Never Bring Down","http://talmudilluminated.com/menachot/menachot99.html","55","No","Missing Meta Description","0","No","No",
"Menachot 100 - Replacing the Bread of Vision","http://talmudilluminated.com/menachot/menachot100.html","44","No","Missing Meta Description","0","No","No",
"Menachot 101 - Which Offerings May be Redeemed","http://talmudilluminated.com/menachot/menachot101.html","46","No","Missing Meta Description","0","No","No",
"Menachot 102 - Everything That Stands To Be Redeemed Can Be Considered Redeemed","http://talmudilluminated.com/menachot/menachot102.html","79","No","Missing Meta Description","0","No","No",
"Menachot 103 - Flour Offering Obligations and Mistakes","http://talmudilluminated.com/menachot/menachot103.html","54","No","Missing Meta Description","0","No","No",
"Menachot 104 - Largest Flour Offering of 60 Tenths","http://talmudilluminated.com/menachot/menachot104.html","50","No","Missing Meta Description","0","No","No",
"Menachot 105 - One Who Promises a Flour Offering","http://talmudilluminated.com/menachot/menachot105.html","48","No","Missing Meta Description","0","No","No",
"Menachot 106 - One Who Forgot How Much Flour He Promised","http://talmudilluminated.com/menachot/menachot106.html","56","No","Missing Meta Description","0","No","No",
"Menachot 107 - Just a Donation to the Temple","http://talmudilluminated.com/menachot/menachot107.html","44","No","Missing Meta Description","0","No","No",
"Menachot 108 - One Who Forgot What Sacrifice He Promised","http://talmudilluminated.com/menachot/menachot108.html","56","No","Missing Meta Description","0","No","No",
"Menachot 109 - The temple of Chonyo","http://talmudilluminated.com/menachot/menachot109.html","35","No","Missing Meta Description","0","No","No",
"Menachot 110 - Whether One Does Much or Little, but with a Pure Heart","http://talmudilluminated.com/menachot/menachot110.html","69","No","Missing Meta Description","0","No","No",
"Chullin 2 - Shechitah, Or Ritual Slaughter","http://talmudilluminated.com/chullin/chullin2.html","42","No","Missing Meta Description","0","No","No",
"Chullin 3 - Slaughter Done by a Non-observant Jew","http://talmudilluminated.com/chullin/chullin3.html","49","No","Missing Meta Description","0","No","No",
"Chullin 4 - The Path to a Person's Heart is Paved with Food and Drink","http://talmudilluminated.com/chullin/chullin4.html","69","No","Missing Meta Description","0","No","No",
"Chullin 5 - An Idol-Worshiping Jew Cannot Do Shechitah","http://talmudilluminated.com/chullin/chullin5.html","54","No","Missing Meta Description","0","No","No",
"Chullin 6 - Truly Righteous Do Not Accidentally Eat Forbidden Foods","http://talmudilluminated.com/chullin/chullin6.html","67","No","Missing Meta Description","0","No","No",
"Chulin 7 - Even the Animals of the Righteous Do Not Eat Forbidden Foods","http://talmudilluminated.com/chullin/chulin7.html","71","No","Missing Meta Description","0","No","No",
"Chullin 8 - Hot Knife","http://talmudilluminated.com/chullin/chullin8.html","21","No","Missing Meta Description","0","No","No",
"Chullin 9 - Need to Validate Slaughter After It Is Done","http://talmudilluminated.com/chullin/chullin9.html","55","No","Missing Meta Description","0","No","No",
"Chulin 10 - A Nick Was Found on a Knife","http://talmudilluminated.com/chullin/chulin10.html","39","No","Missing Meta Description","0","No","No",
"Chullin 11 - Principles of Status Quo (Chazakah) and Majority","http://talmudilluminated.com/chullin/chullin11.html","61","No","Missing Meta Description","0","No","No",
"Chullin 12 - Most Who Slaughter Know the Laws","http://talmudilluminated.com/chullin/chullin12.html","45","No","Missing Meta Description","0","No","No",
"Chullin 13 - Shechitah Does Not Require Intent","http://talmudilluminated.com/chullin/chullin13.html","46","No","Missing Meta Description","0","No","No",
"Chullin 14 - Slaughter At Night, Slaughter on Yom Kippur","http://talmudilluminated.com/chullin/chullin14.html","56","No","Missing Meta Description","0","No","No",
"Chulin 15 - Slaughter on Shabbat","http://talmudilluminated.com/chullin/chulin15.html","32","No","Missing Meta Description","0","No","No",
"Chullin 16 - Slaughter With a Sharpened Reed","http://talmudilluminated.com/chullin/chullin16.html","44","No","Missing Meta Description","0","No","No",
"Chullin 17 - They Should Always Do Shechitah","http://talmudilluminated.com/chullin/chullin17.html","44","No","Missing Meta Description","0","No","No",
"Chulin 18 - Kosher Slaughter - The Place of the Cut","http://talmudilluminated.com/chullin/chulin18.html","51","No","Missing Meta Description","0","No","No",
"Chullin 19 - Shechitah - Third Outside, Third Inside, and Third Outside","http://talmudilluminated.com/chullin/chullin19.html","71","No","Missing Meta Description","0","No","No",
"Chullin 20 - Shechitah and Melikah of Birds","http://talmudilluminated.com/chullin/chullin20.html","43","No","Missing Meta Description","0","No","No",
"Chullin 21 - An Animal Whose Neck Was Broken","http://talmudilluminated.com/chullin/chullin21.html","44","No","Missing Meta Description","0","No","No",
"Chullin 22 - Which Birds Are Fit For Sacrifices","http://talmudilluminated.com/chullin/chullin22.html","47","No","Missing Meta Description","0","No","No",
"Chulin 23 - Intermediate Stages of Birds, Lambs, and Dough","http://talmudilluminated.com/chullin/chulin23.html","58","No","Missing Meta Description","0","No","No",
"Chullin 24 - Five Years for Success in Study","http://talmudilluminated.com/chullin/chullin24.html","44","No","Missing Meta Description","0","No","No",
"Chullin 25 - What is Fit for One is Unfit for Another","http://talmudilluminated.com/chullin/chullin25.html","53","No","Missing Meta Description","0","No","No",
"Chullin 26 - Different Stages of Development","http://talmudilluminated.com/chullin/chullin26.html","44","No","Missing Meta Description","0","No","No",
"Chullin 27 - Must Shechitah Be Done From The Neck?","http://talmudilluminated.com/chullin/chullin27.html","50","No","Missing Meta Description","0","No","No",
"Chullin 28 - Is Shechitah Required for Birds?","http://talmudilluminated.com/chullin/chullin28.html","45","No","Missing Meta Description","0","No","No",
"Chulin 29 - Can One Divide Exactly In Two Halves?","http://talmudilluminated.com/chullin/chulin29.html","49","No","Missing Meta Description","0","No","No",
"Chulin 30 - The Process or the Result of Shechitah?","http://talmudilluminated.com/chullin/chulin30.html","51","No","Missing Meta Description","0","No","No",
"Chullin 31 - Shechitah Must Be Done With A Sawing Motion","http://talmudilluminated.com/chullin/chullin31.html","56","No","Missing Meta Description","0","No","No",
"Chullin 32 - Pause During Shechitah","http://talmudilluminated.com/chullin/chullin32.html","35","No","Missing Meta Description","0","No","No",
"Chullin 33 - Blood of Shechitah and Ritual Impurity","http://talmudilluminated.com/chullin/chullin33.html","51","No","Missing Meta Description","0","No","No",
"Chullin 34 - People Who Eat The Food as of it Were a Sacrifice","http://talmudilluminated.com/chullin/chullin34.html","62","No","Missing Meta Description","0","No","No",
"Chullin 35 - Levels Of Purity, One Above the Other","http://talmudilluminated.com/chullin/chullin35.html","50","No","Missing Meta Description","0","No","No",
"Chullin 36 - Does the Blood of Shechitah Make Food Susceptible to Impurity?","http://talmudilluminated.com/chullin/chullin36.html","75","No","Missing Meta Description","0","No","No",
"Chullin 37 - An Animal that is Close to Its Death","http://talmudilluminated.com/chullin/chullin37.html","49","No","Missing Meta Description","0","No","No",
"Chullin 38 - Signs of Vitality","http://talmudilluminated.com/chullin/chullin38.html","30","No","Missing Meta Description","0","No","No",
"Chullin 39 - Shechitah for the Sake of an Idolater","http://talmudilluminated.com/chullin/chullin39.html","50","No","Missing Meta Description","0","No","No",
"Chullin 40 - Slaughter Done for the Sake of a Mountain","http://talmudilluminated.com/chullin/chullin40.html","54","No","Missing Meta Description","0","No","No",
"Chullin 41 - A Person Cannot Forbid Something That Is Not His","http://talmudilluminated.com/chullin/chullin41.html","61","No","Missing Meta Description","0","No","No",
"Chullin 42 - These Are The Cases of Terefah","http://talmudilluminated.com/chullin/chullin42.html","43","No","Missing Meta Description","0","No","No",
"Chullin 43 - Seven Teachings of Terefah","http://talmudilluminated.com/chullin/chullin43.html","39","No","Missing Meta Description","0","No","No",
"Chullin 44 - The Pharynx","http://talmudilluminated.com/chullin/chullin44.html","24","No","Missing Meta Description","0","No","No",
"Chullin 45 - Who Is An Honest Sage?","http://talmudilluminated.com/chullin/chullin45.html","35","No","Missing Meta Description","0","No","No",
"Chullin 46 - The Spine, The Liver, and The Lung","http://talmudilluminated.com/chullin/chullin46.html","47","No","Missing Meta Description","0","No","No",
"Chullin 47 - Adhesion of the Lung","http://talmudilluminated.com/chullin/chullin47.html","33","No","Missing Meta Description","0","No","No",
"Chullin 48 - Defects in the Lungs","http://talmudilluminated.com/chullin/chullin48.html","33","No","Missing Meta Description","0","No","No",
"Chullin 49 - A Needle Found in the Liver","http://talmudilluminated.com/chullin/chullin49.html","40","No","Missing Meta Description","0","No","No",
"Chullin 50 - Intestines, Rectum","http://talmudilluminated.com/chullin/chullin50.html","31","No","Missing Meta Description","0","No","No",
"Chulin 51 - Blind Pouch, Reticulum","http://talmudilluminated.com/chullin/chulin51.html","34","No","Missing Meta Description","0","No","No",
"Chullin 52 - Clawed by a Wolf","http://talmudilluminated.com/chullin/chullin52.html","29","No","Missing Meta Description","0","No","No",
"Chullin 53 - The One That is Clawed","http://talmudilluminated.com/chullin/chullin53.html","35","No","Missing Meta Description","0","No","No",
"Chullin 54 - The Non-Fatal Injuries","http://talmudilluminated.com/chullin/chullin54.html","35","No","Missing Meta Description","0","No","No",
"Chullin 55 - No Spleen, No Kidneys, The Animal Is Still Kosher","http://talmudilluminated.com/chullin/chullin55.html","62","No","Missing Meta Description","0","No","No",
"Chullin 56 - These are the Cases of Terefah in Fowl","http://talmudilluminated.com/chullin/chullin56.html","51","No","Missing Meta Description","0","No","No",
"Chullin 57 - Non-Fatal Injuries in Birds","http://talmudilluminated.com/chullin/chullin57.html","40","No","Missing Meta Description","0","No","No",
"Chullin 58 - Can Terefah Live?","http://talmudilluminated.com/chullin/chullin58.html","30","No","Missing Meta Description","0","No","No",
"Chullin 59 - Which Animals Are Kosher?","http://talmudilluminated.com/chullin/chullin59.html","38","No","Missing Meta Description","0","No","No",
"Chullin 60 - God and His Creations","http://talmudilluminated.com/chullin/chullin60.html","34","No","Missing Meta Description","0","No","No",
"Chullin 61 - The Signs of Kosher Birds","http://talmudilluminated.com/chullin/chullin61.html","38","No","Missing Meta Description","0","No","No",
"Chullin 62 - Identifying Kosher Birds","http://talmudilluminated.com/chullin/chullin62.html","37","No","Missing Meta Description","0","No","No",
"Chullin 63 - The Names of the Birds","http://talmudilluminated.com/chullin/chullin63.html","35","No","Missing Meta Description","0","No","No",
"Chullin 64 - The Eggs","http://talmudilluminated.com/chullin/chullin64.html","21","No","Missing Meta Description","0","No","No",
"Chullin 65 - Grasshoppers","http://talmudilluminated.com/chullin/chullin65.html","25","No","Missing Meta Description","0","No","No",
"Chullin 67 - Worms in Beer","http://talmudilluminated.com/chullin/chullin67.html","26","No","Missing Meta Description","0","No","No",
"Chullin 68 - The Meat in the Field","http://talmudilluminated.com/chullin/chullin68.html","34","No","Missing Meta Description","0","No","No",
"Chullin 69 - Can a Limb be Born?","http://talmudilluminated.com/chullin/chullin69.html","32","No","Missing Meta Description","0","No","No",
"Chullin 70 - Difficult Labor for a Firstborn","http://talmudilluminated.com/chullin/chullin70.html","44","No","Missing Meta Description","0","No","No",
"Chullin 71 - Swallowed Impurity","http://talmudilluminated.com/chullin/chullin71.html","31","No","Missing Meta Description","0","No","No",
"Chullin 72 - Kosher Slaughter Makes the Meat Ritually Pure","http://talmudilluminated.com/chullin/chullin72.html","58","No","Missing Meta Description","0","No","No",
"Chullin 73 - A Dangling Limb","http://talmudilluminated.com/chullin/chullin73.html","28","No","Missing Meta Description","0","No","No",
"Chullin 74 - Calf of a Slaughtered Cow","http://talmudilluminated.com/chullin/chullin74.html","38","No","Missing Meta Description","0","No","No",
"Chullin 75 - Calf of a Slaughtered Cow: Disagreements and Final Law","http://talmudilluminated.com/chullin/chullin75.html","67","No","Missing Meta Description","0","No","No",
"Chullin 76 - Injuries to the Hind Leg","http://talmudilluminated.com/chullin/chullin76.html","37","No","Missing Meta Description","0","No","No",
"Chullin 77 - Amniotic Sac","http://talmudilluminated.com/chullin/chullin77.html","25","No","Missing Meta Description","0","No","No",
"Chullin 78 - It and Its Offspring","http://talmudilluminated.com/chullin/chullin78.html","33","No","Missing Meta Description","0","No","No",
"Chullin 79 - Does &quot;It and its offspring&quot; Apply to Males?","http://talmudilluminated.com/chullin/chullin79.html","56","No","Missing Meta Description","0","No","No",
